QueryID,DocID,Score
Q9,CACM-1158,program structures **for** **parallel** processing constructs **for** organizing and explicating **parallel** program segments are discussed as extensions to algol 60. the constructs serve as meta-commands and are motivated by equip
Q9,CACM-3059,models **for** **parallel** processing within programs: application to cpu:i/o and i/o:i/o overlap approximate queueing models **for** internal **parallel** processing by individual programs in a multiprogrammed system are developed in this paper.
Q9,CACM-1601,**parallel** numerical methods **for** the solution of equations classical iterative procedures **for** the numerical solution of equations provide at each stage a single new approximation to the root in question.
Q9,CACM-0141,"some thoughts on **parallel** processing cacm october, 1960 yarbrough, l. d. ca601007 jb march 20, 1978 8:16 pm 141 5 141 141 5 141 141 5 141"
Q9,CACM-1302,"**parallel** signaling speeds **for** data transmission (proposed american stand ard) cacm march, 1965 ca650305 jb march 7, 1978 6:08 pm 1302 5 1302 1302 5 1302 1302 5 1302"
Q9,CACM-0392,"comment on a paper on **parallel** processing cacm february, 1961 nekora, m. r. ca610206 jb march 17, 1978 12:58 am 392 5 392 392 5 392 392 5 392"
Q9,CACM-1828,"synchronization in a parallel-accessed data base the following problem is considered: given a data base which can be manipulated simultaneously by more than one process, what are the rules **for** synchronization which will maximize the amount of **parallel** activity allowed."
Q9,CACM-3156,computing connected components on **parallel** computers we present a **parallel** algorithm which uses n2 processors to find the connected components of an undirected graph with n vertices in time o(log2n).
Q9,CACM-0950,"**parallel** methods **for** integrating ordinary differential equations this paper is dedicated to the proposition that, in order to take full advantage **for** real-time computations of highly **parallel** computers as can be expected to be available in the near future, much of numerical analysis will have to be recast in a more ""parallel"" form."
Q9,CACM-2316,a key part of the paper is a tree showing the chronological develop
Q9,CACM-2182,"interrupt driven programming cacm july, 1971 zelkowitz, m. interrupts, supervisors, monitors, debugging, **parallel** processing, associative memories, microprogramming 3.51 4.32 4.42 ca710608 jb february 3, 1978 9:49 am 2182 4 2182 2534 4 2182 1959 5 2182 2182 5 2182 2182 5 2182 2182 5 2182 2497 5 2182 2534 5 2182 830 6 2182 1471 6 2182 1787 6 2182 1959 6 2182 1973 6 2182 2111 6 2182 2182 6 2182 2182 6 2182 799 6 2182"
Q9,CACM-2603,"the equivalence of reducing transition **languages** and deterministic **languages** the class of reducing transition **languages** introduced by eickel, paul, bauer, and samelson was shown by morris to be a proper superclass of the simple precedence languages."
Q9,CACM-2342,in this paper a system of **parallel** processes is regarded as a machine which proceeds from one state s (i.e.
Q9,CACM-1468,since then much work has been done in applying this to bubble chamber pictures.
Q9,CACM-2557,"on the time required **for** a sequence of matrix products this paper discusses the multiplication of conformable sequences of row vectors, column vectors, and square matrices."
Q9,CACM-2865,verifying properties of **parallel** programs: an axiomatic approach an axiomatic method **for** proving a number of properties of **parallel** programs is presented.
Q9,CACM-2851,formal verification of **parallel** programs two formal models **for** **parallel** **computation** are presented: an abstract conceptual model and a parallel-program model.
Q9,CACM-0249,"specification **languages** **for** mechanical **languages** and their processors*-a baker's dozen cacm december, 1961 gorn, s. ca611201 jb march 15, 1978 10:32 pm 249 4 249 249 4 249 249 4 249 254 4 249 272 4 249 1102 4 249 1109 4 249 1140 4 249 1188 4 249 1306 4 249 1464 4 249 1491 4 249 1767 4 249 1781 4 249 1787 4 249 1949 4 249 321 4 249 2059 4 249 2126 4 249 435 4 249 437 4 249 438 4 249 463 4 249 483 4 249 491 4 249 2732 4 249 560 4 249 583 4 249 3073 4 249 3185 4 249 627 4 249 631 4 249 632 4 249 642 4 249 644 4 249 653 4 249 680 4 249 761 4 249 762 4 249 763 4 249 123 4 249 140 4 249 919 4 249 989 4 249 196 5 249 249 5 249 249 5 249 249 5 249 1425 5 249 1781 5 249 303 5 249 438 5 249 51 5 249 762 5 249 123 6 249 196 6 249 196 6 249 919 6 249 990 6 249 1007 6 249 1046 6 249 1131 6 249 1139 6 249 1140 6 249 1149 6 249 1198 6 249 1215 6 249 1223 6 249 1265 6 249 1303 6 249 1323 6 249 1358 6 249 1366 6 249 1421 6 249 1460 6 249 1462 6 249 1463 6 249 1467 6 249 1468 6 249 1477 6 249 1491 6 249 1496 6 249 1531 6 249 1535 6 249 1565 6 249 1601 6 249 1602 6 249 1613 6 249 1614 6 249 1626 6 249 1641 6 249 1787 6 249 1788 6 249 205 6 249 224 6 249 224 6 249 249 6 249 249 6 249 249 6 249 249 6 249 288 6 249 303 6 249 316 6 249 381 6 249 398 6 249 11 6 249 77 6 249 404 6 249 410 6 249 463 6 249 464 6 249 483 6 249 483 6 249 3184 6 249 3188 6 249 584 6 249 600 6 249 680 6 249 691 6 249 763 6 249 799 6 249"
